word_us,word_gb,lexical_category,cefr,definition_url_oxford,definition_url_cambridge,ipa_us,ipa_gb,definition,example,audio_source_us,audio_source_gb
justification,justification,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/justification,https://dictionary.cambridge.org/dictionary/english/justification,"[""/ˌdʒʌstɪfɪˈkeɪʃn/""]","[""/ˌdʒʌstɪfɪˈkeɪʃn/""]",a good reason why something exists or is done,I can see no possible justification for increasing taxes any further.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/j/jus/justi/justification__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/j/jus/justi/justification__gb_1.ogg""]"
justify,justify,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/justify,https://dictionary.cambridge.org/dictionary/english/justify,"[""/ˈdʒʌstɪfaɪ/""]","[""/ˈdʒʌstɪfaɪ/""]",to show that somebody/something is right or reasonable,How can they justify paying such huge salaries?,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/j/jus/justi/justify__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/j/jus/justi/justify__gb_2.ogg""]"
keen,keen,adjective,b1,https://www.oxfordlearnersdictionaries.com/definition/english/keen_1,https://dictionary.cambridge.org/dictionary/english/keen,"[""/kiːn/""]","[""/kiːn/""]",wanting to do something or wanting something to happen very much,John was very keen to help.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kee/keen_/keen__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kee/keen_/keen__gb_1.ogg""]"
keep,keep,verb,a1,https://www.oxfordlearnersdictionaries.com/definition/english/keep_1,https://dictionary.cambridge.org/dictionary/english/keep,"[""/kiːp/""]","[""/kiːp/""]",to continue to have something and not give it back or throw it away,He kept all her letters.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kee/keep_/keep__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kee/keep_/keep__gb_1.ogg""]"
key,key,adjective,a1,https://www.oxfordlearnersdictionaries.com/definition/english/key_2,https://dictionary.cambridge.org/dictionary/english/key,"[""/kiː/""]","[""/kiː/""]",most important; essential,the key issue/factor/point,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/key/key__/key__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/key/key__/key__gb_3.ogg""]"
key,key,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/key_1,https://dictionary.cambridge.org/dictionary/english/key,"[""/kiː/""]","[""/kiː/""]","a piece of metal with a special shape used for locking a door, starting a car, etc.",to put/turn the key in the lock,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/key/key__/key__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/key/key__/key__gb_3.ogg""]"
key,key,verb,b1,https://www.oxfordlearnersdictionaries.com/definition/english/key_3,https://dictionary.cambridge.org/dictionary/english/key,"[""/kiː/""]","[""/kiː/""]",to put information into a computer using a keyboard,I was busy keying data.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/key/key__/key__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/key/key__/key__gb_3.ogg""]"
keyboard,keyboard,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/keyboard_1,https://dictionary.cambridge.org/dictionary/english/keyboard,"[""/ˈkiːbɔːrd/""]","[""/ˈkiːbɔːd/""]","the set of keys for operating a computer or typewriter , or the set of letters that you can touch to write on a smartphone or tablet",The program locks the keyboard until a password is given.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/key/keybo/keyboard__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/key/keybo/keyboard__gb_2.ogg""]"
kick,kick,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/kick_2,https://dictionary.cambridge.org/dictionary/english/kick,"[""/kɪk/""]","[""/kɪk/""]","a movement with the foot or the leg, usually to hit something with the foot",the first kick of the game,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kic/kick_/kick__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kic/kick_/kick__gb_3.ogg""]"
kick,kick,verb,b1,https://www.oxfordlearnersdictionaries.com/definition/english/kick_1,https://dictionary.cambridge.org/dictionary/english/kick,"[""/kɪk/""]","[""/kɪk/""]",to hit somebody/something with your foot,Stop kicking—it hurts!,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kic/kick_/kick__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kic/kick_/kick__gb_3.ogg""]"
kid,kid,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/kid_1,https://dictionary.cambridge.org/dictionary/english/kid,"[""/kɪd/""]","[""/kɪd/""]",a child or young person,Do you have any kids?,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kid/kid__/kid__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kid/kid__/kid__gb_2.ogg""]"
kidnap,kidnap,verb,c1,https://www.oxfordlearnersdictionaries.com/definition/english/kidnap,https://dictionary.cambridge.org/dictionary/english/kidnap,"[""/ˈkɪdnæp/""]","[""/ˈkɪdnæp/""]","to take somebody away illegally and keep them as a prisoner, especially in order to get money or something else for returning them",Two businessmen have been kidnapped by terrorists.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kid/kidna/kidnap__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kid/kidna/kidnap__gb_2.ogg""]"
kidney,kidney,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/kidney,https://dictionary.cambridge.org/dictionary/english/kidney,"[""/ˈkɪdni/""]","[""/ˈkɪdni/""]",either of the two organs in the body that remove waste products from the blood and produce urine,a kidney infection,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kid/kidne/kidney__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kid/kidne/kidney__gb_2.ogg""]"
kill,kill,verb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/kill_1,https://dictionary.cambridge.org/dictionary/english/kill,"[""/kɪl/""]","[""/kɪl/""]",to make somebody/something die,Cancer kills thousands of people every year.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kil/kill_/kill__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kil/kill_/kill__gb_2.ogg""]"
killing,killing,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/killing_1,https://dictionary.cambridge.org/dictionary/english/killing,"[""/ˈkɪlɪŋ/""]","[""/ˈkɪlɪŋ/""]",an act of killing somebody deliberately,Their leader condemned the torture and killing of innocent civilians.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kil/killi/killing__us_3.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kil/killi/killing__gb_3.ogg""]"
kilometer,kilometre,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/kilometre,https://dictionary.cambridge.org/dictionary/english/kilometre,"[""/kɪˈlɑːmɪtər/""]","[""/kɪˈlɒmɪtə(r)/"", ""/ˈkɪləmiːtə(r)/""]",a unit for measuring distance; 1 000 metres,The industrial estate is 6 kilometres from the city centre.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kil/kilom/kilometre__us_3_rr.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kil/kilom/kilometre__gb_2.ogg"", ""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kil/kilom/kilometre__gb_3.ogg""]"
kind,kind,adjective,b1,https://www.oxfordlearnersdictionaries.com/definition/english/kind_2,https://dictionary.cambridge.org/dictionary/english/kind,"[""/kaɪnd/""]","[""/kaɪnd/""]","caring about others; gentle, friendly and generous",a very kind and helpful person,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kin/kind_/kind__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kin/kind_/kind__gb_2.ogg""]"
kind,kind,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/kind_1,https://dictionary.cambridge.org/dictionary/english/kind,"[""/kaɪnd/""]","[""/kaɪnd/""]",a group of people or things that are the same in some way; a particular variety or type,three kinds of cakes/cake,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kin/kind_/kind__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kin/kind_/kind__gb_2.ogg""]"
king,king,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/king,https://dictionary.cambridge.org/dictionary/english/king,"[""/kɪŋ/""]","[""/kɪŋ/""]",the male ruler of an independent state that has a royal family,the kings and queens of England,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kin/king_/king__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kin/king_/king__gb_2.ogg""]"
kingdom,kingdom,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/kingdom,https://dictionary.cambridge.org/dictionary/english/kingdom,"[""/ˈkɪŋdəm/""]","[""/ˈkɪŋdəm/""]",a country that has a king or queen as head of state (= official leader of the country),the United Kingdom,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kin/kingd/kingdom__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kin/kingd/kingdom__gb_2.ogg""]"
kiss,kiss,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/kiss_2,https://dictionary.cambridge.org/dictionary/english/kiss,"[""/kɪs/""]","[""/kɪs/""]",the act of kissing somebody/something,Come here and give me a kiss !,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kis/kiss_/kiss__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kis/kiss_/kiss__gb_3.ogg""]"
kiss,kiss,verb,b1,https://www.oxfordlearnersdictionaries.com/definition/english/kiss_1,https://dictionary.cambridge.org/dictionary/english/kiss,"[""/kɪs/""]","[""/kɪs/""]",to touch somebody with your lips as a sign of love or sexual desire or when saying hello or goodbye,They stood in a doorway kissing (= kissing each other) .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kis/kiss_/kiss__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kis/kiss_/kiss__gb_3.ogg""]"
kit,kit,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/kit_1,https://dictionary.cambridge.org/dictionary/english/kit,"[""/kɪt/""]","[""/kɪt/""]",a set of tools or equipment that you use for a particular purpose,a drum kit,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kit/kit__/kit__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kit/kit__/kit__gb_2.ogg""]"
kitchen,kitchen,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/kitchen,https://dictionary.cambridge.org/dictionary/english/kitchen,"[""/ˈkɪtʃɪn/""]","[""/ˈkɪtʃɪn/""]",a room in which meals are cooked or prepared,We ate at the kitchen table .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kit/kitch/kitchen__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kit/kitch/kitchen__gb_2.ogg""]"
knee,knee,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/knee_1,https://dictionary.cambridge.org/dictionary/english/knee,"[""/niː/""]","[""/niː/""]",the joint between the top and bottom parts of the leg where it bends in the middle,a knee injury,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kne/knee_/knee__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kne/knee_/knee__gb_3.ogg""]"
knife,knife,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/knife_1,https://dictionary.cambridge.org/dictionary/english/knife,"[""/naɪf/""]","[""/naɪf/""]","a sharp blade (= metal edge) with a handle, used for cutting or as a weapon",knives and forks,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kni/knife/knife__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kni/knife/knife__gb_2.ogg""]"
knock,knock,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/knock_2,https://dictionary.cambridge.org/dictionary/english/knock,"[""/nɑːk/""]","[""/nɒk/""]","the sound of somebody hitting a door, window, etc. with their hand or with something hard to attract attention",There was a knock at the door .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kno/knock/knock__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kno/knock/knock__gb_2.ogg""]"
knock,knock,verb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/knock_1,https://dictionary.cambridge.org/dictionary/english/knock,"[""/nɑːk/""]","[""/nɒk/""]","to hit a door, etc. in order to attract attention",He knocked three times and waited.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kno/knock/knock__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kno/knock/knock__gb_2.ogg""]"
know,know,verb,a1,https://www.oxfordlearnersdictionaries.com/definition/english/know_1,https://dictionary.cambridge.org/dictionary/english/know,"[""/nəʊ/""]","[""/nəʊ/""]",to have information in your mind as a result of experience or because you have learned or been told it,No one knows the answer .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kno/know_/know__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kno/know_/know__gb_2.ogg""]"
knowledge,knowledge,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/knowledge,https://dictionary.cambridge.org/dictionary/english/knowledge,"[""/ˈnɑːlɪdʒ/""]","[""/ˈnɒlɪdʒ/""]","the information, understanding and skills that you gain through education or experience",scientific/technical knowledge and skills,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kno/knowl/knowledge__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/k/kno/knowl/knowledge__gb_3.ogg""]"
lab,lab,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/lab_1,https://dictionary.cambridge.org/dictionary/english/lab,"[""/læb/""]","[""/læb/""]",a laboratory,a computer/research lab,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lab/lab__/lab__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lab/lab__/lab__gb_2.ogg""]"
label,label,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/label_1,https://dictionary.cambridge.org/dictionary/english/label,"[""/ˈleɪbl/""]","[""/ˈleɪbl/""]","a piece of paper, etc. that is attached to something and that gives information about it",Always read the label carefully.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lab/label/label__us_4.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lab/label/label__gb_2.ogg""]"
label,label,verb,b1,https://www.oxfordlearnersdictionaries.com/definition/english/label_2,https://dictionary.cambridge.org/dictionary/english/label,"[""/ˈleɪbl/""]","[""/ˈleɪbl/""]",to fix a label on something or write information on something,Make sure that your luggage is clearly labelled.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lab/label/label__us_4.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lab/label/label__gb_2.ogg""]"
laboratory,laboratory,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/laboratory,https://dictionary.cambridge.org/dictionary/english/laboratory,"[""/ˈlæbrətɔːri/""]","[""/ləˈbɒrətri/""]","a room or building used for scientific research, experiments, testing, etc.",a clinical/research laboratory,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lab/labor/laboratory__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lab/labor/laboratory__gb_2.ogg""]"
labor,labour,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/labour_1,https://dictionary.cambridge.org/dictionary/english/labour,"[""/ˈleɪbər/""]","[""/ˈleɪbə(r)/""]","work, especially physical work",manual labour (= work using your hands),"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lab/labou/labour__us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lab/labou/labour__gb_2.ogg""]"
lack,lack,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/lack_1,https://dictionary.cambridge.org/dictionary/english/lack,"[""/læk/""]","[""/læk/""]",the state of not having something or not having enough of something,a lack of understanding/knowledge,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lac/lack_/lack__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lac/lack_/lack__gb_2.ogg""]"
lack,lack,verb,b1,https://www.oxfordlearnersdictionaries.com/definition/english/lack_2,https://dictionary.cambridge.org/dictionary/english/lack,"[""/læk/""]","[""/læk/""]",to have none or not enough of something,to lack confidence/experience/resources/power,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lac/lack_/lack__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lac/lack_/lack__gb_2.ogg""]"
lad,lad,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/lad,https://dictionary.cambridge.org/dictionary/english/lad,"[""/læd/""]","[""/læd/""]",a boy or young man,Things have changed since I was a lad.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lad/lad__/lad__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lad/lad__/lad__gb_2.ogg""]"
ladder,ladder,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/ladder_1,https://dictionary.cambridge.org/dictionary/english/ladder,"[""/ˈlædər/""]","[""/ˈlædə(r)/""]","a piece of equipment for climbing up and down a wall, the side of a building, etc., consisting of two lengths of wood or metal that are joined together by steps or rungs",to climb up/fall off a ladder,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lad/ladde/ladder__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lad/ladde/ladder__gb_2.ogg""]"
lady,lady,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/lady,https://dictionary.cambridge.org/dictionary/english/lady,"[""/ˈleɪdi/""]","[""/ˈleɪdi/""]","a word used to mean ‘woman’ that some people, especially older people, consider is more polite",There's a lady waiting to see you.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lad/lady_/lady__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lad/lady_/lady__gb_1.ogg""]"
lake,lake,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/lake,https://dictionary.cambridge.org/dictionary/english/lake,"[""/leɪk/""]","[""/leɪk/""]",a large area of water that is surrounded by land,We swam in the lake.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lak/lake_/lake__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lak/lake_/lake__gb_1.ogg""]"
lamp,lamp,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/lamp_1,https://dictionary.cambridge.org/dictionary/english/lamp,"[""/læmp/""]","[""/læmp/""]","a device that uses electricity, oil or gas to produce light",a desk/bedside lamp,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lam/lamp_/lamp__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lam/lamp_/lamp__gb_2.ogg""]"
land,land,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/land_1,https://dictionary.cambridge.org/dictionary/english/land,"[""/lænd/""]","[""/lænd/""]",the surface of the earth that is not sea,The new project will reclaim the land from the sea.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lan/land_/land__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lan/land_/land__gb_1.ogg""]"
land,land,verb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/land_2,https://dictionary.cambridge.org/dictionary/english/land,"[""/lænd/""]","[""/lænd/""]",to come down through the air onto the ground or another surface,The plane landed safely .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lan/land_/land__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lan/land_/land__gb_1.ogg""]"
landing,landing,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/landing,https://dictionary.cambridge.org/dictionary/english/landing,"[""/ˈlændɪŋ/""]","[""/ˈlændɪŋ/""]",an act of bringing an aircraft or a spacecraft down to the ground after a journey,a perfect/smooth/safe landing,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lan/landi/landing__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lan/landi/landing__gb_1.ogg""]"
landlord,landlord,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/landlord,https://dictionary.cambridge.org/dictionary/english/landlord,"[""/ˈlændlɔːrd/""]","[""/ˈlændlɔːd/""]","a person or company that you rent a room, a house, an office, etc. from",a buy-to-let landlord (= who buys houses and flats in order to rent them out),"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lan/landl/landlord__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lan/landl/landlord__gb_1.ogg""]"
landmark,landmark,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/landmark,https://dictionary.cambridge.org/dictionary/english/landmark,"[""/ˈlændmɑːrk/""]","[""/ˈlændmɑːk/""]","something, such as a large building, that you can see clearly from a distance and that will help you to know where you are",The Empire State Building is a familiar landmark on the New York skyline.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lan/landm/landmark__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lan/landm/landmark__gb_1.ogg""]"
landscape,landscape,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/landscape_1,https://dictionary.cambridge.org/dictionary/english/landscape,"[""/ˈlændskeɪp/""]","[""/ˈlændskeɪp/""]","everything you can see when you look across a large area of land, especially in the country",the woods and fields that are typical features of the English landscape,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lan/lands/landscape__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lan/lands/landscape__gb_1.ogg""]"
lane,lane,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/lane,https://dictionary.cambridge.org/dictionary/english/lane,"[""/leɪn/""]","[""/leɪn/""]",a narrow road in the country,winding country lanes,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lan/lane_/lane__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lan/lane_/lane__gb_1.ogg""]"
language,language,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/language,https://dictionary.cambridge.org/dictionary/english/language,"[""/ˈlæŋɡwɪdʒ/""]","[""/ˈlæŋɡwɪdʒ/""]",the system of communication in speech and writing that is used by people of a particular country or area,the English language,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lan/langu/language__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lan/langu/language__gb_1.ogg""]"
lap,lap,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/lap_1,https://dictionary.cambridge.org/dictionary/english/lap,"[""/læp/""]","[""/læp/""]",the top part of your legs that forms a flat surface when you are sitting down,There's only one seat so you'll have to sit on my lap.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lap/lap__/lap__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lap/lap__/lap__gb_1.ogg""]"
laptop,laptop,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/laptop,https://dictionary.cambridge.org/dictionary/english/laptop,"[""/ˈlæptɑːp/""]","[""/ˈlæptɒp/""]",a small computer that can work with a battery and be easily carried,I opened my laptop and started typing.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lap/lapto/laptop__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lap/lapto/laptop__gb_1.ogg""]"
large,large,adjective,a1,https://www.oxfordlearnersdictionaries.com/definition/english/large_1,https://dictionary.cambridge.org/dictionary/english/large,"[""/lɑːrdʒ/""]","[""/lɑːdʒ/""]",big in size or quantity,a large group/city/area/crowd/family,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lar/large/large__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lar/large/large__gb_1.ogg""]"
large-scale,large-scale,adjective,c1,https://www.oxfordlearnersdictionaries.com/definition/english/large-scale,https://dictionary.cambridge.org/dictionary/english/large-scale,"[""/ˌlɑːrdʒ ˈskeɪl/""]","[""/ˌlɑːdʒ ˈskeɪl/""]","involving many people or things, especially over a wide area",Large areas of the forest will be cleared for ranching as part of a large-scale development plan.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lar/large/large_scale_1_us_2.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lar/large/large_scale_1_gb_2.ogg""]"
largely,largely,adverb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/largely,https://dictionary.cambridge.org/dictionary/english/largely,"[""/ˈlɑːrdʒli/""]","[""/ˈlɑːdʒli/""]",to a great extent; mostly or mainly,The manager was largely responsible for the team’s victory.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lar/large/largely__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lar/large/largely__gb_2.ogg""]"
laser,laser,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/laser,https://dictionary.cambridge.org/dictionary/english/laser,"[""/ˈleɪzər/""]","[""/ˈleɪzə(r)/""]","a device that gives out light in which all the waves oscillate (= change direction and strength) together, typically producing a powerful beam of light that can be used for cutting metal, in medical operations, etc.",a laser beam,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/las/laser/laser__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/las/laser/laser__gb_1.ogg""]"
