word_us,word_gb,lexical_category,cefr,definition_url_oxford,definition_url_cambridge,ipa_us,ipa_gb,definition,example,audio_source_us,audio_source_gb
last,last,adverb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/last1_2,https://dictionary.cambridge.org/dictionary/english/last,"[""/læst/""]","[""/lɑːst/""]",after anyone or anything else; at the end,He came last in the race.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/las/last_/last__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/las/last_/last__gb_6.ogg""]"
last,last,determiner,a1,https://www.oxfordlearnersdictionaries.com/definition/english/last1_1,https://dictionary.cambridge.org/dictionary/english/last,"[""/læst/""]","[""/lɑːst/""]",happening or coming after all other similar things or people,We caught the last bus home.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/las/last_/last__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/las/last_/last__gb_6.ogg""]"
last,last,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/last1_3,https://dictionary.cambridge.org/dictionary/english/last,"[""/læst/""]","[""/lɑːst/""]",the person or thing that comes or happens after all other similar people or things,Sorry I'm late—am I the last?,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/las/last_/last__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/las/last_/last__gb_6.ogg""]"
last,last,verb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/last1_4,https://dictionary.cambridge.org/dictionary/english/last,"[""/læst/""]","[""/lɑːst/""]",to continue for a particular period of time,Each game lasts about an hour.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/las/last_/last__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/las/last_/last__gb_6.ogg""]"
late,late,adjective,a1,https://www.oxfordlearnersdictionaries.com/definition/english/late_1,https://dictionary.cambridge.org/dictionary/english/late,"[""/leɪt/""]","[""/leɪt/""]","arriving, happening or done after the expected, arranged or usual time",I'm sorry I'm late.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lat/late_/late__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lat/late_/late__gb_1.ogg""]"
late,late,adverb,a1,https://www.oxfordlearnersdictionaries.com/definition/english/late_2,https://dictionary.cambridge.org/dictionary/english/late,"[""/leɪt/""]","[""/leɪt/""]","after the expected, arranged or usual time",I got up late.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lat/late_/late__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lat/late_/late__gb_1.ogg""]"
lately,lately,adverb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/lately,https://dictionary.cambridge.org/dictionary/english/lately,"[""/ˈleɪtli/""]","[""/ˈleɪtli/""]",recently; in the recent past,Have you seen her lately?,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lat/latel/lately__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lat/latel/lately__gb_1.ogg""]"
later,later,adjective,a2,https://www.oxfordlearnersdictionaries.com/definition/english/later_2,https://dictionary.cambridge.org/dictionary/english/later,"[""/ˈleɪtər/""]","[""/ˈleɪtə(r)/""]",coming after something else or at a time in the future,Rembrandt's later works,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lat/later/later__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lat/later/later__gb_1.ogg""]"
later,later,adverb,a1,https://www.oxfordlearnersdictionaries.com/definition/english/later_1,https://dictionary.cambridge.org/dictionary/english/later,"[""/ˈleɪtər/""]","[""/ˈleɪtə(r)/""]",at a time in the future; after the time you are talking about,See you later .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lat/later/later__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lat/later/later__gb_1.ogg""]"
latest,latest,adjective,b1,https://www.oxfordlearnersdictionaries.com/definition/english/latest_1,https://dictionary.cambridge.org/dictionary/english/latest,"[""/ˈleɪtɪst/""]","[""/ˈleɪtɪst/""]",the most recent or newest,the latest craze/fashion/trend,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lat/lates/latest__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lat/lates/latest__gb_1.ogg""]"
latest,latest,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/latest_2,https://dictionary.cambridge.org/dictionary/english/latest,"[""/ˈleɪtɪst/""]","[""/ˈleɪtɪst/""]",the most recent or the newest thing or piece of news,This is the latest in robot technology.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lat/lates/latest__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lat/lates/latest__gb_1.ogg""]"
latter,latter,adjective,c1,https://www.oxfordlearnersdictionaries.com/definition/english/latter_1,https://dictionary.cambridge.org/dictionary/english/latter,"[""/ˈlætər/""]","[""/ˈlætə(r)/""]",used to refer to the second of two things or people mentioned,He chose the latter option.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lat/latte/latter__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lat/latte/latter__gb_2.ogg""]"
latter,latter,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/latter_2,https://dictionary.cambridge.org/dictionary/english/latter,"[""/ˈlætər/""]","[""/ˈlætə(r)/""]",the second of two things or people mentioned,He presented two solutions. The latter seems much better.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lat/latte/latter__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lat/latte/latter__gb_2.ogg""]"
laugh,laugh,noun,a1,https://www.oxfordlearnersdictionaries.com/definition/english/laugh_2,https://dictionary.cambridge.org/dictionary/english/laugh,"[""/læf/""]","[""/lɑːf/""]",the sound you make when you think that something is funny or silly,to give a laugh,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lau/laugh/laugh__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lau/laugh/laugh__gb_1.ogg""]"
laugh,laugh,verb,a1,https://www.oxfordlearnersdictionaries.com/definition/english/laugh_1,https://dictionary.cambridge.org/dictionary/english/laugh,"[""/læf/""]","[""/lɑːf/""]",to make the sounds and movements of your face that show you think something is funny or silly,to laugh out loud,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lau/laugh/laugh__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lau/laugh/laugh__gb_1.ogg""]"
laughter,laughter,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/laughter,https://dictionary.cambridge.org/dictionary/english/laughter,"[""/ˈlæftər/""]","[""/ˈlɑːftə(r)/""]",the act or sound of laughing,to roar/howl with laughter,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lau/laugh/laughter__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lau/laugh/laughter__gb_1.ogg""]"
launch,launch,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/launch_2,https://dictionary.cambridge.org/dictionary/english/launch,"[""/lɔːntʃ/""]","[""/lɔːntʃ/""]",the action of launching something,a missile/rocket launch,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lau/launc/launch__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lau/launc/launch__gb_1.ogg""]"
launch,launch,verb,b2,https://www.oxfordlearnersdictionaries.com/definition/english/launch_1,https://dictionary.cambridge.org/dictionary/english/launch,"[""/lɔːntʃ/""]","[""/lɔːntʃ/""]","to start an activity, especially an organized one",The government recently launched a national road safety campaign .,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lau/launc/launch__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lau/launc/launch__gb_1.ogg""]"
law,law,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/law,https://dictionary.cambridge.org/dictionary/english/law,"[""/lɔː/""]","[""/lɔː/""]","a rule that deals with a particular crime, agreement, etc.",to pass a law (= officially make it part of the system of laws),"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/law/law__/law__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/law/law__/law__gb_2.ogg""]"
lawn,lawn,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/lawn,https://dictionary.cambridge.org/dictionary/english/lawn,"[""/lɔːn/""]","[""/lɔːn/""]","an area of ground covered in short grass in a garden or park, or used for playing a game on",In summer we have to mow the lawn twice a week.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/law/lawn_/lawn__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/law/lawn_/lawn__gb_1.ogg""]"
lawsuit,lawsuit,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/lawsuit,https://dictionary.cambridge.org/dictionary/english/lawsuit,"[""/ˈlɔːsuːt/""]","[""/ˈlɔːsuːt/""]",a claim or complaint against somebody that a person or an organization can make in court,He filed a lawsuit against his record label.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/law/lawsu/lawsuit__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/law/lawsu/lawsuit__gb_1.ogg""]"
lawyer,lawyer,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/lawyer,https://dictionary.cambridge.org/dictionary/english/lawyer,"[""/ˈlɔɪər/""]","[""/ˈlɔɪə(r)/""]","a person who is trained and qualified to advise people about the law and to represent them in court, and to write legal documents",to hire a lawyer,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/law/lawye/lawyer__us_1_rr.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/law/lawye/lawyer__gb_5.ogg""]"
lay,lay,verb,b1,https://www.oxfordlearnersdictionaries.com/definition/english/lay_1,https://dictionary.cambridge.org/dictionary/english/lay,"[""/leɪ/""]","[""/leɪ/""]","to put somebody/something in a particular position, especially when it is done gently or carefully",He laid a hand on my arm.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lay/lay__/lay__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lay/lay__/lay__gb_1.ogg""]"
layer,layer,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/layer_1,https://dictionary.cambridge.org/dictionary/english/layer,"[""/ˈleɪər/""]","[""/ˈleɪə(r)/"", ""/leə(r)/""]",a quantity or sheet of something that lies over a surface or between surfaces,A thin layer of dust covered everything.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lay/layer/layer__us_4.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lay/layer/layer__gb_3.ogg"", ""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lay/layer/layer__gb_2.ogg""]"
layout,layout,noun,c1,https://www.oxfordlearnersdictionaries.com/definition/english/layout,https://dictionary.cambridge.org/dictionary/english/layout,"[""/ˈleɪaʊt/""]","[""/ˈleɪaʊt/""]","the way in which the parts of something such as the page of a book, a website, a garden or a building are arranged",the layout of streets,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lay/layou/layout__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lay/layou/layout__gb_1.ogg""]"
lazy,lazy,adjective,a2,https://www.oxfordlearnersdictionaries.com/definition/english/lazy,https://dictionary.cambridge.org/dictionary/english/lazy,"[""/ˈleɪzi/""]","[""/ˈleɪzi/""]",unwilling to work or be active; doing as little as possible,"He was not stupid, just lazy.","[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/laz/lazy_/lazy__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/laz/lazy_/lazy__gb_1.ogg""]"
lead,lead,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/lead1_2,https://dictionary.cambridge.org/dictionary/english/lead,"[""/liːd/""]","[""/liːd/""]",the position ahead of everyone else in a race or competition,She took the lead in the second lap.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/lead_/lead__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lea/lead_/lead__gb_1.ogg""]"
lead,lead,verb,a2,https://www.oxfordlearnersdictionaries.com/definition/english/lead1_1,https://dictionary.cambridge.org/dictionary/english/lead,"[""/liːd/""]","[""/liːd/""]",to go with or in front of a person or an animal to show the way or to make them go in the right direction,"If you lead, I'll follow.","[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/lead_/lead__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lea/lead_/lead__gb_1.ogg""]"
leader,leader,noun,a2,https://www.oxfordlearnersdictionaries.com/definition/english/leader,https://dictionary.cambridge.org/dictionary/english/leader,"[""/ˈliːdər/""]","[""/ˈliːdə(r)/""]","a person who leads a group of people, especially the head of a country, an organization, etc.",party/world leaders,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/leade/leader__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lea/leade/leader__gb_1.ogg""]"
leadership,leadership,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/leadership,https://dictionary.cambridge.org/dictionary/english/leadership,"[""/ˈliːdərʃɪp/""]","[""/ˈliːdəʃɪp/""]",the state or position of being a leader,a leadership role/position,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/leade/leadership__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lea/leade/leadership__gb_1.ogg""]"
leading,leading,adjective,b1,https://www.oxfordlearnersdictionaries.com/definition/english/leading1,https://dictionary.cambridge.org/dictionary/english/leading,"[""/ˈliːdɪŋ/""]","[""/ˈliːdɪŋ/""]",most important or most successful,a leading expert/authority/figure/member,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/leadi/leading__us_5.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lea/leadi/leading__gb_1.ogg""]"
leaf,leaf,noun,b1,https://www.oxfordlearnersdictionaries.com/definition/english/leaf_1,https://dictionary.cambridge.org/dictionary/english/leaf,"[""/liːf/""]","[""/liːf/""]","a flat green part of a plant, growing from a stem or branch or from the root",lettuce/cabbage/oak leaves,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/leaf_/leaf__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lea/leaf_/leaf__gb_1.ogg""]"
leaflet,leaflet,noun,b2,https://www.oxfordlearnersdictionaries.com/definition/english/leaflet_1,https://dictionary.cambridge.org/dictionary/english/leaflet,"[""/ˈliːflət/""]","[""/ˈliːflət/""]",a printed sheet of paper or a few printed pages that are given free to advertise or give information about something,We picked up a few leaflets on local places of interest.,"[""https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/leafl/leaflet__us_1.ogg""]","[""https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/l/lea/leafl/leaflet__gb_1.ogg""]"
