word,cefr,pos,list,definition,example,phonetic,audio_url,source,audio_source
shipping,c1,noun,oxford_3000_5000,ships in general or considered as a group,The canal is open to shipping.,/ˈʃɪpɪŋ/,data/audio/oxford/shipping__us_1.ogg,oxford,oxford
shirt,a1,noun,oxford_3000_5000,"a piece of clothing worn on the upper part of the body, made of light cloth, with sleeves and usually with a collar and buttons down the front",to wear a shirt,/ʃɜːt/,data/audio/oxford/shirt__us_1.ogg,oxford,oxford
shock,b2,noun,oxford_3000_5000,"a strong feeling of surprise as a result of something happening, especially something unpleasant; the event that causes this feeling",I got a terrible shock the other day.,/ʃɒk/,data/audio/oxford/shock__us_1.ogg,oxford,oxford
shock,b2,verb,oxford_3000_5000,to surprise and upset somebody,"shock somebody, President Kennedy's assassination in Dallas on November 22, 1963, shocked the world.",/ʃɒk/,data/audio/oxford/shock__us_1.ogg,oxford,oxford
shocked,b2,adjective,oxford_3000_5000,surprised and upset; showing that somebody feels surprised and upset,I was quite shocked when I found out what he'd done.,/ʃɒkt/,data/audio/oxford/shocked__us_1.ogg,oxford,oxford
shocking,b2,adjective,oxford_3000_5000,that offends or upsets people; that is morally wrong,shocking behaviour,/ˈʃɒkɪŋ/,data/audio/oxford/shocking__us_1.ogg,oxford,oxford
shoe,a1,noun,oxford_3000_5000,one of a pair of objects usually made of leather or plastic that you wear on your feet,a pair of shoes,/ʃuː/,data/audio/oxford/shoe__us_1.ogg,oxford,oxford
shoot,c1,noun,oxford_3000_5000,the part that grows up from the ground when a plant starts to grow; a new part that grows on plants or trees,new green shoots,/ʃuːt/,data/audio/oxford/shoot__us_1.ogg,oxford,oxford
shoot,b1,verb,oxford_3000_5000,to fire a gun or other weapon; to fire something from a weapon,Don't shoot—I surrender.,/ʃuːt/,data/audio/oxford/shoot__us_1.ogg,oxford,oxford
shooting,b2,noun,oxford_3000_5000,a situation in which a person is shot with a gun,Terrorist groups claimed responsibility for the shootings and bomb attacks.,/ˈʃuːtɪŋ/,data/audio/oxford/shooting__us_3.ogg,oxford,oxford
shop,a1,noun,oxford_3000_5000,a building or part of a building where you can buy goods or services,to open/close/run a shop,/ʃɒp/,data/audio/oxford/shop__us_1.ogg,oxford,oxford
shop,a1,verb,oxford_3000_5000,to buy things in shops,I shop there from time to time.,/ʃɒp/,data/audio/oxford/shop__us_1.ogg,oxford,oxford
shopping,a1,noun,oxford_3000_5000,the activity of going to shops and buying things or ordering them online,to go shopping,/ˈʃɒpɪŋ/,data/audio/oxford/shopping__us_1.ogg,oxford,oxford
shore,b2,noun,oxford_3000_5000,"the land along the edge of the sea, the ocean or a lake",a rocky/sandy shore,/ʃɔː(r)/,data/audio/oxford/shore__us_1.ogg,oxford,oxford
short,a1,adjective,oxford_3000_5000,"measuring or covering a small length or distance, or a smaller length or distance than usual",He had short curly hair.,/ʃɔːt/,data/audio/oxford/short__us_1.ogg,oxford,oxford
short-term,b2,adjective,oxford_3000_5000,lasting a short time; designed only for a short period of time in the future,a short-term loan,/ˌʃɔːt ˈtɜːm/,data/audio/oxford/short_term_1_us_1.ogg,oxford,oxford
shortage,b2,noun,oxford_3000_5000,a situation when there is not enough of the people or things that are needed,food/housing/water shortages,/ˈʃɔːtɪdʒ/,data/audio/oxford/shortage__us_1.ogg,oxford,oxford
shortly,b2,adverb,oxford_3000_5000,a short time; not long,She arrived shortly after us.,/ˈʃɔːtli/,data/audio/oxford/shortly__us_1.ogg,oxford,oxford
shot,b2,noun,oxford_3000_5000,the act of firing a gun; the sound this makes,We heard some shots in the distance.,/ʃɒt/,data/audio/oxford/shot__us_2.ogg,oxford,oxford
should,a1,modal verb,oxford_3000_5000,"used to show what is right, appropriate, etc., especially when criticizing somebody’s actions",You shouldn't drink and drive.,/ʃəd/,data/audio/oxford/should__us_4_rr.ogg,oxford,oxford
shoulder,a2,noun,oxford_3000_5000,either of the two parts of the body between the top of each arm and the neck,your left/right shoulder,/ˈʃəʊldə(r)/,data/audio/oxford/shoulder__us_1.ogg,oxford,oxford
shout,a2,noun,oxford_3000_5000,"a loud cry of anger, fear, excitement, etc.",angry shouts,/ʃaʊt/,data/audio/oxford/shout__us_1.ogg,oxford,oxford
shout,a2,verb,oxford_3000_5000,to say something in a loud voice; to speak loudly/angrily to somebody,Stop shouting and listen!,/ʃaʊt/,data/audio/oxford/shout__us_1.ogg,oxford,oxford
show,a1,noun,oxford_3000_5000,a programme on television or the radio,Millions of people watch the show.,/ʃəʊ/,data/audio/oxford/show__us_1.ogg,oxford,oxford
show,a1,verb,oxford_3000_5000,to make something clear; to prove something,"show (that)…, The figures clearly show that her claims are false.",/ʃəʊ/,data/audio/oxford/show__us_1.ogg,oxford,oxford
shower,a1,noun,oxford_3000_5000,a piece of equipment producing a flow of water that you stand under to wash yourself; the small room or part of a room that contains a shower,"in the shower, He's in the shower.",/ˈʃaʊə(r)/,data/audio/oxford/shower__us_1.ogg,oxford,oxford
shrink,c1,verb,oxford_3000_5000,"to become smaller, especially when washed in water that is too hot; to make clothes, cloth, etc. smaller in this way",My sweater shrank in the wash.,/ʃrɪŋk/,data/audio/oxford/shrink__us_1.ogg,oxford,oxford
shrug,c1,verb,oxford_3000_5000,to raise your shoulders and then drop them to show that you do not know or care about something,Sam shrugged and said nothing.,/ʃrʌɡ/,data/audio/oxford/shrug__us_1.ogg,oxford,oxford
shut,a2,adjective,oxford_3000_5000,not open,The door was shut.,/ʃʌt/,data/audio/oxford/shut__us_1.ogg,oxford,oxford
shut,a2,verb,oxford_3000_5000,to close something; to become closed,The window won't shut.,/ʃʌt/,data/audio/oxford/shut__us_1.ogg,oxford,oxford
shy,b1,adjective,oxford_3000_5000,nervous or embarrassed about meeting and speaking to other people,He is not exactly the shy and retiring type.,/ʃaɪ/,data/audio/oxford/shy__us_1.ogg,oxford,oxford
sibling,b2,noun,oxford_3000_5000,a brother or sister,squabbles between siblings,/ˈsɪblɪŋ/,data/audio/oxford/sibling__us_1.ogg,oxford,oxford
sick,a1,adjective,oxford_3000_5000,physically or mentally ill,a sick child,/sɪk/,data/audio/oxford/sick__us_1.ogg,oxford,oxford
side,a2,noun,oxford_3000_5000,"either of the two halves of a surface, an object or an area that is divided by an imaginary central line",the right side of the brain,/saɪd/,data/audio/oxford/side__us_1.ogg,oxford,oxford
sigh,c1,noun,oxford_3000_5000,an act or the sound of sighing,to give/heave/let out a sigh,/saɪ/,data/audio/oxford/sigh__us_1.ogg,oxford,oxford
sigh,c1,verb,oxford_3000_5000,"to take and then let out a long deep breath that can be heard, to show that you are disappointed, sad, tired, etc.",He sighed deeply at the thought.,/saɪ/,data/audio/oxford/sigh__us_1.ogg,oxford,oxford
sight,b1,noun,oxford_3000_5000,the ability to see,to lose your sight (= to become blind),/saɪt/,data/audio/oxford/sight__us_1.ogg,oxford,oxford
sign,a2,noun,oxford_3000_5000,"an event, an action, a fact, etc. that shows that something exists, is happening or may happen in the future","Looking back, I should have seen the signs.",/saɪn/,data/audio/oxford/sign__us_1.ogg,oxford,oxford
sign,a2,verb,oxford_3000_5000,"to write your name on a document, letter, etc. to show that you have written it, that you agree with what it says, or that it is real","Sign here, please.",/saɪn/,data/audio/oxford/sign__us_1.ogg,oxford,oxford
signal,b1,noun,oxford_3000_5000,"a movement or sound that you make to give somebody information, instructions, a warning, etc.",a danger/warning/distress signal,/ˈsɪɡnəl/,data/audio/oxford/signal__us_4.ogg,oxford,oxford
signal,b1,verb,oxford_3000_5000,"to make a movement or sound to give somebody a message, an order, etc.",Don't fire until I signal.,/ˈsɪɡnəl/,data/audio/oxford/signal__us_4.ogg,oxford,oxford
signature,b2,noun,oxford_3000_5000,"your name as you usually write it, for example at the end of a letter",Someone had forged her signature on the cheque.,/ˈsɪɡnətʃə(r)/,data/audio/oxford/signature__us_1.ogg,oxford,oxford
significance,b2,noun,oxford_3000_5000,"the importance of something, especially when this has an effect on what happens in the future",a decision of major political significance,/sɪɡˈnɪfɪkəns/,data/audio/oxford/significance__us_1.ogg,oxford,oxford
significant,b2,adjective,oxford_3000_5000,large or important enough to have an effect or to be noticed,There are no significant differences between the two groups of students.,/sɪɡˈnɪfɪkənt/,data/audio/oxford/significant__us_1.ogg,oxford,oxford
significantly,b2,adverb,oxford_3000_5000,in a way that is large or important enough to have an effect on something or to be noticed,significantly higher/lower/larger/smaller,/sɪɡˈnɪfɪkəntli/,data/audio/oxford/significantly__us_1.ogg,oxford,oxford
silence,b2,noun,oxford_3000_5000,a complete lack of noise or sound,Their footsteps echoed in the silence.,/ˈsaɪləns/,data/audio/oxford/silence__us_2.ogg,oxford,oxford
silent,b1,adjective,oxford_3000_5000,where there is little or no sound; making little or no sound,At last the traffic fell silent.,/ˈsaɪlənt/,data/audio/oxford/silent__us_1.ogg,oxford,oxford
silk,b2,noun,oxford_3000_5000,fine soft thread produced by silkworms,The caterpillar spins the silk around its entire body.,/sɪlk/,data/audio/oxford/silk__us_1.ogg,oxford,oxford
silly,b1,adjective,oxford_3000_5000,"showing a lack of thought, understanding, or judgement",a silly idea/question/name,/ˈsɪli/,data/audio/oxford/silly__us_2.ogg,oxford,oxford
silver,a2,adjective,oxford_3000_5000,shiny grey-white in colour,a silver car,/ˈsɪlvə(r)/,data/audio/oxford/silver__us_1.ogg,oxford,oxford
silver,a2,noun,oxford_3000_5000,"a chemical element. Silver is a shiny, grey-white precious metal used for making coins, jewellery, beautiful objects, etc.",a silver ring/chain,/ˈsɪlvə(r)/,data/audio/oxford/silver__us_1.ogg,oxford,oxford
similar,a1,adjective,oxford_3000_5000,like somebody/something but not exactly the same,We have very similar interests.,/ˈsɪmələ(r)/,data/audio/oxford/similar__us_1.ogg,oxford,oxford
similarity,b1,noun,oxford_3000_5000,the state of being similar to somebody/something but not exactly the same,"similarity between A and B, The report highlights the similarity between the two groups.",/ˌsɪməˈlærəti/,data/audio/oxford/similarity__us_1.ogg,oxford,oxford
similarly,b1,adverb,oxford_3000_5000,in almost the same way,It is a little cheaper than other similarly sized cars.,/ˈsɪmələli/,data/audio/oxford/similarly__us_1.ogg,oxford,oxford
simple,a2,adjective,oxford_3000_5000,not complicated; easy to understand or do,a simple solution/explanation/question/task/example,/ˈsɪmpl/,data/audio/oxford/simple__us_1.ogg,oxford,oxford
simply,b1,adverb,oxford_3000_5000,used to emphasize how easy or basic something is,"To order, simply click here.",/ˈsɪmpli/,data/audio/oxford/simply__us_1.ogg,oxford,oxford
simulate,c1,verb,oxford_3000_5000,"to create particular conditions that exist in real life using computers, models, etc., usually for study or training purposes",Computer software can be used to simulate conditions on the seabed.,/ˈsɪmjuleɪt/,data/audio/oxford/simulate__us_1.ogg,oxford,oxford
simulation,c1,noun,oxford_3000_5000,a situation in which a particular set of conditions is created artificially in order to study or experience something that could exist in reality,a computer simulation of how the planet functions,/ˌsɪmjuˈleɪʃn/,data/audio/oxford/simulation__us_1.ogg,oxford,oxford
simultaneously,c1,adverb,oxford_3000_5000,at the same time as something else,The game will be broadcast simultaneously on TV and radio.,/ˌsɪmlˈteɪniəsli/,data/audio/oxford/simultaneously__us_1.ogg,oxford,oxford
sin,c1,noun,oxford_3000_5000,an offence against God or against a religious or moral law,to commit a sin,/sɪn/,data/audio/oxford/sin__us_2.ogg,oxford,oxford
since,b1,adverb,oxford_3000_5000,"from a time in the past until a later past time, or until now",She went for a run on Monday and has not been seen since.,/sɪns/,data/audio/oxford/since__us_1.ogg,oxford,oxford
since,a2,conjunction,oxford_3000_5000,"from an event in the past until a later past event, or until now",Cath hasn't phoned since she went to Berlin.,/sɪns/,data/audio/oxford/since__us_1.ogg,oxford,oxford
since,a2,preposition,oxford_3000_5000,"from a time in the past until a later past time, or until now",She's been off work since Tuesday.,/sɪns/,data/audio/oxford/since__us_1.ogg,oxford,oxford
sincere,b2,adjective,oxford_3000_5000,showing what you really think or feel,a sincere apology,/sɪnˈsɪə(r)/,data/audio/oxford/sincere__us_1.ogg,oxford,oxford
sing,a1,verb,oxford_3000_5000,to make musical sounds with your voice in the form of a song or tune,I just can't sing in tune!,/sɪŋ/,data/audio/oxford/sing__us_1.ogg,oxford,oxford
singer,a1,noun,oxford_3000_5000,"a person who sings, or whose job is singing, especially in public",She's a wonderful singer.,/ˈsɪŋə(r)/,data/audio/oxford/singer__us_1.ogg,oxford,oxford
singing,a2,noun,oxford_3000_5000,the activity of making musical sounds with your voice,the beautiful singing of birds,/ˈsɪŋɪŋ/,data/audio/oxford/singing__us_1.ogg,oxford,oxford
single,a2,adjective,oxford_3000_5000,only one,He sent her a single red rose.,/ˈsɪŋɡl/,data/audio/oxford/single__us_1.ogg,oxford,oxford
single,a2,noun,oxford_3000_5000,a ticket that allows you to travel to a place but not back again,How much is a single to York?,/ˈsɪŋɡl/,data/audio/oxford/single__us_1.ogg,oxford,oxford
sink,b1,verb,oxford_3000_5000,to go down below the surface or towards the bottom of a liquid or soft substance,The ship sank to the bottom of the sea.,/sɪŋk/,data/audio/oxford/sink__us_1.ogg,oxford,oxford
sir,a2,noun,oxford_3000_5000,"used as a polite way of addressing a man whose name you do not know, for example in a shop or restaurant","Good morning, sir. Can I help you?",/sɜː(r)/,data/audio/oxford/sir__us_1.ogg,oxford,oxford
sister,a1,noun,oxford_3000_5000,a girl or woman who has the same mother and father as another person,She's my sister.,/ˈsɪstə(r)/,data/audio/oxford/sister__us_1.ogg,oxford,oxford
sit,a1,verb,oxford_3000_5000,"to rest your weight on your bottom with your back straight, for example on/in a chair",She sat and stared at the letter in front of her.,/sɪt/,data/audio/oxford/sit__us_1.ogg,oxford,oxford
site,a2,noun,oxford_3000_5000,"a place where a building, town, etc. was, is or will be located",the site of a sixteenth-century abbey,/saɪt/,data/audio/oxford/site__us_1.ogg,oxford,oxford
situated,c1,adjective,oxford_3000_5000,in a particular place or position,My bedroom was situated on the top floor of the house.,/ˈsɪtʃueɪtɪd/,data/audio/oxford/situated__us_1.ogg,oxford,oxford
situation,a1,noun,oxford_3000_5000,all the circumstances and things that are happening at a particular time and in a particular place,the present economic/financial/political situation,/ˌsɪtʃuˈeɪʃn/,data/audio/oxford/situation__us_1.ogg,oxford,oxford
six,a1,number,oxford_3000_5000,6,There are six cookies left.,/sɪks/,data/audio/oxford/six__us_1.ogg,oxford,oxford
sixteen,a1,number,oxford_3000_5000,"The cardinal number occurring after fifteen and before seventeen, represented in Arabic numerals as 16 and in Roman numerals as XVI.",We have got sixteen ( people ) coming for lunch .,/ˈsɪks.tiːn/,data/audio/oxford/sixteen__us_1.ogg,fallback:cambridge,oxford
sixty,a1,number,oxford_3000_5000,number 60,He retired at sixty.,/ˈsɪksti/,data/audio/oxford/sixty__us_1.ogg,oxford+curated,oxford
size,a2,noun,oxford_3000_5000,how large or small a person or thing is,population/sample/group/class size,/saɪz/,data/audio/oxford/size__us_1.ogg,oxford,oxford
sketch,c1,noun,oxford_3000_5000,a simple picture that is drawn quickly and does not have many details,The artist is making sketches for his next painting.,/sketʃ/,data/audio/oxford/sketch__us_1.ogg,oxford,oxford
ski,a2,adjective,oxford_3000_5000,connected with the sport of skiing,a ski resort,/skiː/,data/audio/oxford/ski__us_1.ogg,oxford,oxford
ski,a2,noun,oxford_3000_5000,"one of a pair of long narrow pieces of wood, metal or plastic that you attach to boots so that you can move smoothly over snow",a pair of skis,/skiː/,data/audio/oxford/ski__us_1.ogg,oxford,oxford
ski,a2,verb,oxford_3000_5000,"to move over snow on skis, especially as a sport",Our children want to learn to ski.,/skiː/,data/audio/oxford/ski__us_1.ogg,oxford,oxford
skiing,a2,noun,oxford_3000_5000,the sport or activity of moving over snow on skis,He also enjoys skiing and mountain biking.,/ˈskiːɪŋ/,data/audio/oxford/skiing__us_1.ogg,oxford,oxford
skill,a1,noun,oxford_3000_5000,the ability to do something well,The job requires skill and an eye for detail.,/skɪl/,data/audio/oxford/skill__us_1.ogg,oxford,oxford
skilled,b2,adjective,oxford_3000_5000,"having enough ability, experience and knowledge to be able to do something well",a skilled engineer/negotiator/craftsman,/skɪld/,data/audio/oxford/skilled__us_1.ogg,oxford,oxford
skin,a2,noun,oxford_3000_5000,the layer of tissue that covers the body,to have dark/pale skin,/skɪn/,data/audio/oxford/skin__us_1.ogg,oxford,oxford
skip,c1,verb,oxford_3000_5000,to move forwards lightly and quickly making a little jump with each step,She skipped happily along beside me.,/skɪp/,data/audio/oxford/skip__us_1.ogg,oxford,oxford
skirt,a1,noun,oxford_3000_5000,a piece of clothing that hangs from the middle part of the body,a short/long/pleated/denim skirt,/skɜːt/,data/audio/oxford/skirt__us_1.ogg,oxford,oxford
skull,b2,noun,oxford_3000_5000,the bone structure that forms the head and surrounds and protects the brain,a fractured skull,/skʌl/,data/audio/oxford/skull__us_1.ogg,oxford,oxford
sky,a2,noun,oxford_3000_5000,"the space above the earth that you can see when you look up, where clouds and the sun, moon and stars appear",The sky suddenly went dark and it started to rain.,/skaɪ/,data/audio/oxford/sky__us_1.ogg,oxford,oxford
slam,c1,verb,oxford_3000_5000,"to shut, or to make something shut, with a lot of force, making a loud noise",I heard the door slam behind him.,/slæm/,data/audio/oxford/slam__us_1.ogg,oxford,oxford
slap,c1,verb,oxford_3000_5000,to hit somebody/something with the flat part of your hand,She slapped his face hard.,/slæp/,data/audio/oxford/slap__us_1.ogg,oxford,oxford
slash,c1,verb,oxford_3000_5000,"to make a long cut with a sharp object, especially in a violent way","slash something, Someone had slashed the tyres on my car.",/slæʃ/,data/audio/oxford/slash__us_1.ogg,oxford,oxford
slave,b2,noun,oxford_3000_5000,a person who is owned by another person and is forced to work for and obey them,"A former slave, he graduated from Clafflin University in South Carolina.",/sleɪv/,data/audio/oxford/slave__us_1.ogg,oxford,oxford
slavery,c1,noun,oxford_3000_5000,the state of being forced to work as a slave,to be sold into slavery,/ˈsleɪvəri/,data/audio/oxford/slavery__us_1.ogg,oxford,oxford
sleep,a2,noun,oxford_3000_5000,"the natural state of rest in which your eyes are closed, your body is not active, and your mind is not conscious",I need to get some sleep.,/sliːp/,data/audio/oxford/sleep__us_1.ogg,oxford,oxford
sleep,a1,verb,oxford_3000_5000,to rest with your eyes closed and your mind and body not active,Let her sleep—it'll do her good.,/sliːp/,data/audio/oxford/sleep__us_1.ogg,oxford,oxford
slice,b1,noun,oxford_3000_5000,"a thin flat piece of bread, meat, cheese, etc. that has been cut off a larger piece; a piece of cake that has been cut from a larger cake",Cut the meat into thin slices.,/slaɪs/,data/audio/oxford/slice__us_1.ogg,oxford,oxford
slice,b1,verb,oxford_3000_5000,to cut something into slices,to slice (up) onions,/slaɪs/,data/audio/oxford/slice__us_1.ogg,oxford,oxford
slide,b2,noun,oxford_3000_5000,"one page of an electronic presentation, that may contain text and images, that is usually viewed on a computer screen or projected onto a larger screen",Here's a slide showing target markets.,/slaɪd/,data/audio/oxford/slide__us_1.ogg,oxford,oxford
slide,b2,verb,oxford_3000_5000,to move easily over a smooth or wet surface; to make something move in this way,"As I turned left on a bend, my car started to slide.",/slaɪd/,data/audio/oxford/slide__us_1.ogg,oxford,oxford
slight,b2,adjective,oxford_3000_5000,very small in degree,a slight increase/change/difference,/slaɪt/,data/audio/oxford/slight__us_1.ogg,oxford,oxford
slightly,b1,adverb,oxford_3000_5000,a little,a slightly different version,/ˈslaɪtli/,data/audio/oxford/slightly__us_1.ogg,oxford,oxford
slip,b2,verb,oxford_3000_5000,to slide a short distance by accident so that you fall or nearly fall,She slipped and landed flat on her back.,/slɪp/,data/audio/oxford/slip__us_1.ogg,oxford,oxford
slogan,b2,noun,oxford_3000_5000,"a word or phrase that is easy to remember, used for example by a political party or in advertising to attract people’s attention or to suggest an idea quickly",an advertising slogan,/ˈsləʊɡən/,data/audio/oxford/slogan__us_1.ogg,oxford,oxford
slope,b2,noun,oxford_3000_5000,a surface or piece of land that slopes (= is higher at one end than the other),"on a slope, The town is built on a slope.",/sləʊp/,data/audio/oxford/slope__us_1.ogg,oxford,oxford
slope,b2,verb,oxford_3000_5000,to be at an angle so that it is higher at one end than the other,a sloping roof,/sləʊp/,data/audio/oxford/slope__us_1.ogg,oxford,oxford
slot,c1,noun,oxford_3000_5000,"a long, narrow opening, into which you put or fit something",to put some coins in the slot,/slɒt/,data/audio/oxford/slot__us_1.ogg,oxford,oxford
slow,a1,adjective,oxford_3000_5000,"not moving, acting or done quickly; taking a long time; not fast",a slow pace/speed,/sləʊ/,data/audio/oxford/slow__us_1.ogg,oxford,oxford
slow,b1,verb,oxford_3000_5000,to go or to make something/somebody go at a slower speed or be less active,Economic growth has slowed a little.,/sləʊ/,data/audio/oxford/slow__us_1.ogg,oxford,oxford
slowly,a2,adverb,oxford_3000_5000,at a slow speed; not quickly,to move/walk/turn slowly,/ˈsləʊli/,data/audio/oxford/slowly__us_1.ogg,oxford,oxford
small,a1,adjective,oxford_3000_5000,"not large in size, number, degree, amount, etc.",a small town/village/community,/smɔːl/,data/audio/oxford/small__us_4.ogg,oxford,oxford
smart,b1,adjective,oxford_3000_5000,looking clean and neat; well dressed in fashionable and/or formal clothes,I have to be smart for work.,/smɑːt/,data/audio/oxford/smart__us_1.ogg,oxford,oxford
smartphone,a2,noun,oxford_3000_5000,"a mobile phone that also has some of the functions of a computer, for example the facility to use apps and the internet",You can use your smartphone to access the internet.,/ˈsmɑːtfəʊn/,data/audio/oxford/smartphone__us_1.ogg,oxford,oxford
smash,c1,verb,oxford_3000_5000,"to break something, or to be broken, violently and noisily into many pieces",Several windows had been smashed.,/smæʃ/,data/audio/oxford/smash__us_1.ogg,oxford,oxford
smell,a2,noun,oxford_3000_5000,the quality of something that people and animals sense through their noses,a sweet/pleasant smell,/smel/,data/audio/oxford/smell__us_1.ogg,oxford,oxford
smell,a2,verb,oxford_3000_5000,to have a particular smell,"+ adj., The room smelt damp.",/smel/,data/audio/oxford/smell__us_1.ogg,oxford,oxford
smile,a2,noun,oxford_3000_5000,"the expression that you have on your face when you are happy or you think something is funny, in which the corners of your mouth turn upwards",a broad/warm/bright/slight smile,/smaɪl/,data/audio/oxford/smile__us_1.ogg,oxford,oxford
smile,a2,verb,oxford_3000_5000,to make a smile appear on your face,to smile slightly/broadly,/smaɪl/,data/audio/oxford/smile__us_1.ogg,oxford,oxford
smoke,a2,noun,oxford_3000_5000,"the grey, white or black gas that is produced by something burning",cigarette/tobacco smoke,/sməʊk/,data/audio/oxford/smoke__us_1.ogg,oxford,oxford
smoke,a2,verb,oxford_3000_5000,"to take smoke from a cigarette, pipe, etc. into your mouth and let it out again",Do you mind if I smoke?,/sməʊk/,data/audio/oxford/smoke__us_1.ogg,oxford,oxford
smoking,a2,noun,oxford_3000_5000,"the activity or habit of smoking cigarettes, etc.","No Smoking (= for example, on a notice)",/ˈsməʊkɪŋ/,data/audio/oxford/smoking__us_3.ogg,oxford,oxford
smooth,b1,adjective,oxford_3000_5000,"completely flat and even, without any rough areas or holes",the smooth surface of the metal,/smuːð/,data/audio/oxford/smooth__us_1.ogg,oxford,oxford
snake,a1,noun,oxford_3000_5000,"a reptile with a very long thin body and no legs. There are many types of snake, some of which are poisonous.",a snake coiled up in the grass,/sneɪk/,data/audio/oxford/snake__us_1.ogg,oxford,oxford
snap,c1,verb,oxford_3000_5000,to break something suddenly with a sharp noise; to be broken in this way,"snap something, The wind had snapped the tree in two.",/snæp/,data/audio/oxford/snap__us_1.ogg,oxford,oxford
snow,a1,noun,oxford_3000_5000,small soft white pieces (called flakes) of frozen water that fall from the sky in cold weather; this substance when it is lying on the ground,Snow was falling heavily.,/snəʊ/,data/audio/oxford/snow__us_1.ogg,oxford,oxford
snow,a1,verb,oxford_3000_5000,"when it snows, snow falls from the sky",It's been snowing heavily all day.,/snəʊ/,data/audio/oxford/snow__us_1.ogg,oxford,oxford
so,a1,adverb,oxford_3000_5000,to such a great degree,Don't look so angry.,/səʊ/,data/audio/oxford/so__us_1.ogg,oxford,oxford
so,a1,conjunction,oxford_3000_5000,used to show the reason for something,"It was still painful, so I went to see a doctor.",/səʊ/,data/audio/oxford/so__us_1.ogg,oxford,oxford
so-called,b2,adjective,oxford_3000_5000,used to show that you do not think that the word or phrase that is being used to describe somebody/something is appropriate,the opinion of a so-called ‘expert’,/ˌsəʊ ˈkɔːld/,data/audio/oxford/so_called_1_us_1.ogg,oxford,oxford
soak,c1,verb,oxford_3000_5000,to put something in liquid for a time so that it becomes completely wet; to become completely wet in this way,"soak something (in something), I usually soak the beans overnight.",/səʊk/,data/audio/oxford/soak__us_1.ogg,oxford,oxford
soap,a2,noun,oxford_3000_5000,a substance that you use with water for washing your body,Wash the affected area with soap and water.,/səʊp/,data/audio/oxford/soap__us_1.ogg,oxford,oxford
soar,c1,verb,oxford_3000_5000,"if the value, amount or level of something soars, it rises very quickly",soaring costs/prices/temperatures,/sɔː(r)/,data/audio/oxford/soar__us_1.ogg,oxford,oxford
soccer,a2,noun,oxford_3000_5000,"a game played by two teams of 11 players, using a round ball which players kick up and down the playing field. Teams try to kick the ball into the other team’s goal.",I played soccer when I was younger.,/ˈsɒkə(r)/,data/audio/oxford/soccer__us_2.ogg,oxford,oxford
social,a2,adjective,oxford_3000_5000,connected with activities in which people meet each other for pleasure,She has a busy social life.,/ˈsəʊʃl/,data/audio/oxford/social__us_1.ogg,oxford,oxford
socialist,c1,adjective,oxford_3000_5000,connected with socialism,socialist beliefs,/ˈsəʊʃəlɪst/,data/audio/oxford/socialist__us_1.ogg,oxford,oxford
society,a2,noun,oxford_3000_5000,"people in general, living together in communities",She believes that the arts benefit society as a whole.,/səˈsaɪəti/,data/audio/oxford/society__us_3.ogg,oxford,oxford
sock,a2,noun,oxford_3000_5000,"a piece of clothing that is worn over the foot, ankle and lower part of the leg, especially inside a shoe",a pair of socks,/sɒk/,data/audio/oxford/sock__us_1.ogg,oxford,oxford
soft,a2,adjective,oxford_3000_5000,changing shape easily when pressed; not stiff or hard,soft margarine,/sɒft/,data/audio/oxford/soft__us_5.ogg,oxford,oxford
software,b1,noun,oxford_3000_5000,the programs used by a computer for doing particular jobs,management/editing software,/ˈsɒftweə(r)/,data/audio/oxford/software__us_3.ogg,oxford,oxford
soil,b1,noun,oxford_3000_5000,"the top layer of the earth in which plants, trees, etc. grow",instruments for measuring soil moisture,/sɔɪl/,data/audio/oxford/soil__us_1.ogg,oxford,oxford
solar,b2,adjective,oxford_3000_5000,of or connected with the sun,solar radiation,/ˈsəʊlə(r)/,data/audio/oxford/solar__us_2.ogg,oxford,oxford
soldier,a2,noun,oxford_3000_5000,"a member of an army, especially one who is not an officer",They visited the graves of US soldiers killed in the First World War.,/ˈsəʊldʒə(r)/,data/audio/oxford/soldier__us_2.ogg,oxford,oxford
sole,c1,adjective,oxford_3000_5000,only; single,the sole surviving member of the family,/səʊl/,data/audio/oxford/sole__us_1.ogg,oxford,oxford
solely,c1,adverb,oxford_3000_5000,only; not involving somebody/something else,She was motivated solely by self-interest.,/ˈsəʊlli/,data/audio/oxford/solely__us_1.ogg,oxford,oxford
solicitor,c1,noun,oxford_3000_5000,"a lawyer who prepares legal documents, for example for the sale of land or buildings, advises people on legal matters, and can speak for them in some courts of law",Her first step was to contact a solicitor for advice.,/səˈlɪsɪtə(r)/,data/audio/oxford/solicitor__us_1.ogg,oxford,oxford
solid,b1,adjective,oxford_3000_5000,hard; not in the form of a liquid or gas,The planet Jupiter may have no solid surface at all.,/ˈsɒlɪd/,data/audio/oxford/solid__us_1.ogg,oxford,oxford
solid,b1,noun,oxford_3000_5000,"a substance or an object that is solid, not a liquid or a gas",liquids and solids,/ˈsɒlɪd/,data/audio/oxford/solid__us_1.ogg,oxford,oxford
solidarity,c1,noun,oxford_3000_5000,"support by one person or group of people for another because they share feelings, opinions, aims, etc.",community solidarity,/ˌsɒlɪˈdærəti/,data/audio/oxford/solidarity__us_1.ogg,oxford,oxford
