word,cefr,pos,list,definition,example,phonetic,audio_url,source,audio_source
gender,b2,noun,oxford_3000_5000,"the fact of being male or female, especially when considered with reference to social and cultural differences, rather than differences in biology; members of a particular gender as a group","issues of class, race and gender",/ˈdʒendə(r)/,data/audio/oxford/gender__us_1.ogg,oxford,oxford
gene,b2,noun,oxford_3000_5000,a unit inside a cell that controls a particular quality in a living thing that has been passed on from its parents,a dominant/recessive gene,/dʒiːn/,data/audio/oxford/gene_1_us_3.ogg,oxford,oxford
general,a2,adjective,oxford_3000_5000,"affecting all or most people, places or things",books of general interest (= of interest to most people),/ˈdʒenrəl/,data/audio/oxford/general__us_2_rr.ogg,oxford,oxford
generally,b1,adverb,oxford_3000_5000,by or to most people,The initiative was generally considered a success.,/ˈdʒenrəli/,data/audio/oxford/generally__us_2_rr.ogg,oxford,oxford
generate,b2,verb,oxford_3000_5000,"to produce energy, especially electricity",The wind turbines are used to generate electricity.,/ˈdʒenəreɪt/,data/audio/oxford/generate__us_1.ogg,oxford,oxford
generation,b1,noun,oxford_3000_5000,all the people who were born at about the same time,the younger/older generation,/ˌdʒenəˈreɪʃn/,data/audio/oxford/generation__us_1.ogg,oxford,oxford
generic,c1,adjective,oxford_3000_5000,"shared by, including or typical of a whole group of things; not specific",‘Vine fruit’ is the generic term for currants and raisins.,/dʒəˈnerɪk/,data/audio/oxford/generic__us_1.ogg,oxford,oxford
generous,b1,adjective,oxford_3000_5000,giving or willing to give freely; given freely,The gallery was named after its most generous benefactor.,/ˈdʒenərəs/,data/audio/oxford/generous__us_1.ogg,oxford,oxford
genetic,b2,adjective,oxford_3000_5000,connected with genes (= the units in the cells of a living thing that control its physical characteristics) or genetics (= the study of genes),genetic and environmental factors,/dʒəˈnetɪk/,data/audio/oxford/genetic__us_1.ogg,oxford,oxford
genius,b2,noun,oxford_3000_5000,"unusually great intelligence, skill or artistic ability",the genius of Shakespeare,/ˈdʒiːniəs/,data/audio/oxford/genius__us_1.ogg,oxford,oxford
genocide,c1,noun,oxford_3000_5000,"the murder of a large number of people from a particular nation or ethnic group, with the aim of destroying that nation or group",Refugees gave accounts of the mass genocide.,/ˈdʒenəsaɪd/,data/audio/oxford/genocide__us_1.ogg,oxford,oxford
genre,b2,noun,oxford_3000_5000,"a particular type or style of literature, art, film or music that you can recognize because of its special features",literary/musical genres,/ˈʒɒ̃rə/,data/audio/oxford/genre__us_1.ogg,oxford,oxford
gentle,b1,adjective,oxford_3000_5000,calm and kind; doing things in a quiet and careful way,a kind and gentle man,/ˈdʒentl/,data/audio/oxford/gentle__us_3.ogg,oxford,oxford
gentleman,b1,noun,oxford_3000_5000,"a man who is polite and well educated, who has excellent manners and always behaves well",You acted like a true gentleman.,/ˈdʒentlmən/,data/audio/oxford/gentleman__us_3.ogg,oxford,oxford
genuine,b2,adjective,oxford_3000_5000,real; exactly what it appears to be; not artificial,Is the painting a genuine Picasso?,/ˈdʒenjuɪn/,data/audio/oxford/genuine__us_1.ogg,oxford,oxford
genuinely,b2,adverb,oxford_3000_5000,truly; in a way that is exactly what it appears to be and is not artificial,There are some genuinely funny moments in the film.,/ˈdʒenjuɪnli/,data/audio/oxford/genuinely__us_1.ogg,oxford,oxford
geography,a1,noun,oxford_3000_5000,"the scientific study of the earth’s surface, physical features, divisions, products, population, etc.",recent work in economic geography,/dʒiˈɒɡrəfi/,data/audio/oxford/geography__us_1.ogg,oxford,oxford
gesture,b2,noun,oxford_3000_5000,"a movement that you make with your hands, your head or your face to show a particular meaning",He made a rude gesture at the driver of the other car.,/ˈdʒestʃə(r)/,data/audio/oxford/gesture__us_1_rr.ogg,oxford,oxford
get,a1,verb,oxford_3000_5000,to receive something,I got a call from Dave this morning.,/ɡet/,data/audio/oxford/get__us_1.ogg,oxford,oxford
ghost,b1,noun,oxford_3000_5000,the spirit of a dead person that a living person believes they can see or hear,Do you believe in ghosts (= believe that they exist)?,/ɡəʊst/,data/audio/oxford/ghost__us_1.ogg,oxford,oxford
giant,b1,adjective,oxford_3000_5000,very large; much larger or more important than similar things usually are,The match was shown on a giant screen outside the town hall.,/ˈdʒaɪənt/,data/audio/oxford/giant__us_1.ogg,oxford,oxford
giant,b1,noun,oxford_3000_5000,(in stories) a very large strong person who is often cruel and stupid,tales of giants and ogres,/ˈdʒaɪənt/,data/audio/oxford/giant__us_1.ogg,oxford,oxford
gift,a2,noun,oxford_3000_5000,"a thing that you give to somebody, especially on a special occasion or to say thank you",to give/receive a gift,/ɡɪft/,data/audio/oxford/gift__us_1.ogg,oxford,oxford
gig,b2,noun,oxford_3000_5000,a performance by musicians playing popular music or jazz in front of an audience; a similar performance by a comedian,They're doing a gig in Boston tonight.,/ɡɪɡ/,data/audio/oxford/gig__us_1.ogg,oxford,oxford
girl,a1,noun,oxford_3000_5000,a female child,a little girl of six,/ɡɜːl/,data/audio/oxford/girl__us_1.ogg,oxford,oxford
girlfriend,a1,noun,oxford_3000_5000,a girl or a woman that somebody is having a romantic relationship with,He’s got a new girlfriend.,/ˈɡɜːlfrend/,data/audio/oxford/girlfriend__us_1.ogg,oxford,oxford
give,a1,verb,oxford_3000_5000,"to hand something to somebody so that they can look at it, use it or keep it for a time","give something to somebody, Give the letter to your mother when you've read it.",/ɡɪv/,data/audio/oxford/give__us_1.ogg,oxford,oxford
glad,b1,adjective,oxford_3000_5000,pleased; happy,‘I passed the test!’ ‘I’m so glad.’,/ɡlæd/,data/audio/oxford/glad__us_1.ogg,oxford,oxford
glance,c1,noun,oxford_3000_5000,a quick look,to take/have a glance at the newspaper headlines,/ɡlɑːns/,data/audio/oxford/glance__us_1.ogg,oxford,oxford
glance,c1,verb,oxford_3000_5000,to look quickly at something/somebody,She glanced at her watch.,/ɡlɑːns/,data/audio/oxford/glance__us_1.ogg,oxford,oxford
glass,a1,noun,oxford_3000_5000,"a hard, usually clear, substance used, for example, for making windows and bottles",a sheet/pane of glass,/ɡlɑːs/,data/audio/oxford/glass__us_1.ogg,oxford,oxford
glimpse,c1,noun,oxford_3000_5000,"a sight of somebody/something for a very short time, when you do not see the person or thing completely","glimpse (of somebody/something), He caught a glimpse of her in the crowd.",/ɡlɪmps/,data/audio/oxford/glimpse__us_1.ogg,oxford,oxford
global,b1,adjective,oxford_3000_5000,covering or affecting the whole world,This year the global economy will grow by about 4 per cent.,/ˈɡləʊbl/,data/audio/oxford/global__us_2.ogg,oxford,oxford
globalization,b2,noun,oxford_3000_5000,The process of becoming a more interconnected world.,He presents Hitler’s rise as an element of the collapse of a republic confronting dilemmas of globalization with imperfect instruments and flawed leaders.,/ˌɡləʊ.bə.laɪˈzeɪ.ʃən/,data/audio/oxford/globalization__us_1.ogg,fallback:dictionaryapi.dev+wiktapi,oxford
globe,b2,noun,oxford_3000_5000,the world (used especially to emphasize its size),tourists from every corner of the globe,/ɡləʊb/,data/audio/oxford/globe__us_1.ogg,oxford,oxford
glorious,c1,adjective,oxford_3000_5000,deserving or bringing great success and making somebody/something famous,We congratulate you on this glorious victory.,/ˈɡlɔːriəs/,data/audio/oxford/glorious__us_1.ogg,oxford,oxford
glory,c1,noun,oxford_3000_5000,great success that brings somebody praise and honour and makes them famous,Olympic glory in the 100 metres,/ˈɡlɔːri/,data/audio/oxford/glory__us_1.ogg,oxford,oxford
glove,b1,noun,oxford_3000_5000,"a piece of clothing for the hand, made of wool, leather, etc. with separate parts for each finger and the thumb",a pair of gloves,/ɡlʌv/,data/audio/oxford/glove__us_1.ogg,oxford,oxford
go,b1,noun,oxford_3000_5000,a person’s turn to move or play in a game or an activity,Whose go is it?,/ɡəʊ/,data/audio/oxford/go__us_1.ogg,oxford,oxford
go,a1,verb,oxford_3000_5000,to move or travel from one place to another,"+ adv./prep., She went into her room and shut the door behind her.",/ɡəʊ/,data/audio/oxford/go__us_1.ogg,oxford,oxford
goal,a2,noun,oxford_3000_5000,a frame with a net into which players must kick or hit the ball in order to score a point,He headed the ball into an open goal (= one that had nobody defending it).,/ɡəʊl/,data/audio/oxford/goal__us_1.ogg,oxford,oxford
god,a2,noun,oxford_3000_5000,the being or spirit that is worshipped and is believed to have created the universe,Do you believe in God?,/ɡɒd/,data/audio/oxford/god__us_1.ogg,oxford,oxford
gold,a2,adjective,oxford_3000_5000,"bright yellow in colour, like gold",The company name was spelled out in gold letters.,/ɡəʊld/,data/audio/oxford/gold__us_1.ogg,oxford,oxford
gold,a2,noun,oxford_3000_5000,"a chemical element. Gold is a yellow precious metal used for making coins, jewellery, beautiful objects, etc.",gold coins/jewellery,/ɡəʊld/,data/audio/oxford/gold__us_1.ogg,oxford,oxford
golden,b2,adjective,oxford_3000_5000,made of gold,a golden crown,/ˈɡəʊldən/,data/audio/oxford/golden__us_1.ogg,oxford,oxford
golf,a2,noun,oxford_3000_5000,"a game played over a large area of ground using sticks with a special shape to hit a small hard ball (a golf ball) into a series of 9 or 18 holes, using as few shots as possible",I play golf every weekend.,/ɡɒlf/,data/audio/oxford/golf__us_1_rr.ogg,oxford,oxford
good,a1,adjective,oxford_3000_5000,of high quality or an acceptable standard,a good book,/ɡʊd/,data/audio/oxford/good__us_1.ogg,oxford,oxford
good,a2,noun,oxford_3000_5000,behaviour that is morally right or acceptable,Do they even know the difference between good and evil?,/ɡʊd/,data/audio/oxford/good__us_1.ogg,oxford,oxford
